PA,R,H,Db,HR,RBI,BB,SO
378,47,74,16,8,31,66,37.0
315,27,68,8,10,34,10,29.0
412,36,88,16,9,43,24,86.0
135,15,29,4,2,8,7,15.0
350,44,98,11,6,32,24,27.0
130,14,31,6,6,24,12,15.0
416,43,91,12,13,50,44,72.0
477,58,98,10,15,60,73,91.0
422,57,111,21,22,78,40,43.0
224,13,45,5,3,17,16,35.0
402,46,85,7,15,46,47,49.0
229,17,50,12,3,15,9,28.0
55,13,9,0,0,3,2,6.0
184,21,39,10,2,18,13,10.0
64,1,9,1,0,6,2,10.0
264,25,73,18,1,26,24,19.0
55,1,4,0,0,1,0,11.0
222,19,64,8,6,33,10,25.0
128,6,20,3,1,5,14,19.0
161,22,29,7,1,12,26,28.0
408,45,96,16,5,42,42,49.0
452,53,97,15,14,72,37,49.0
420,43,110,12,2,45,37,28.0
448,53,130,29,4,55,24,28.0
370,50,92,14,5,34,21,43.0
417,49,100,22,9,57,31,59.0
282,20,56,8,2,22,17,42.0
452,50,132,28,14,66,35,50.0
101,9,13,1,4,13,7,29.0
99,8,19,2,3,12,3,18.0
254,29,62,14,9,48,9,25.0
384,39,85,18,10,46,34,52.0
385,41,85,19,8,44,28,73.0
51,1,5,1,0,1,1,13.0
223,16,63,9,2,17,8,23.0
336,35,77,11,9,39,27,66.0
275,27,71,18,2,40,14,16.0
54,5,12,2,1,7,0,10.0
244,26,53,7,0,15,29,28.0
195,23,48,5,4,13,5,22.0
62,5,12,2,0,4,5,15.0
174,16,44,9,5,18,13,9.0
149,11,38,4,0,7,11,16.0
140,4,22,4,0,8,12,15.0
71,2,10,1,0,7,5,1.0
217,22,39,10,6,31,39,32.0
284,30,63,11,2,25,17,31.0
88,4,17,1,0,6,6,8.0
394,43,88,19,3,28,31,49.0
128,5,28,3,1,14,10,17.0
317,33,79,17,8,35,17,38.0
107,8,25,7,0,10,6,17.0
363,61,95,13,5,37,45,31.0
342,30,67,16,2,20,24,47.0
300,22,63,9,4,25,17,22.0
133,19,32,3,0,9,8,16.0
422,59,83,14,2,24,57,24.0
109,10,25,11,0,6,6,9.0
286,10,56,9,2,28,15,56.0
410,55,110,9,0,31,36,30.0
58,3,10,0,0,3,0,18.0
100,12,20,1,2,10,11,12.0
130,8,28,4,2,7,11,20.0
354,43,84,10,4,31,12,31.0
52,4,9,2,0,0,1,7.0
495,51,128,18,17,62,34,76.0
453,47,113,14,3,42,53,44.0
428,62,114,21,3,26,24,31.0
266,26,65,17,4,31,25,38.0
59,4,13,3,1,5,3,6.0
94,8,19,3,2,8,5,18.0
55,4,18,2,2,8,2,10.0
252,31,59,16,3,20,23,29.0
54,6,11,0,0,0,6,8.0
61,5,8,1,0,3,2,21.0
98,6,18,3,1,10,4,9.0
486,73,140,18,0,33,46,26.0
96,11,20,4,1,7,7,12.0
73,11,18,6,0,3,12,16.0
105,13,19,4,0,9,7,14.0
135,14,22,3,6,24,8,29.0
290,20,61,9,0,22,19,20.0
57,2,7,3,0,5,2,14.0
60,3,11,1,0,1,5,18.0
164,19,34,4,5,15,11,18.0
52,5,14,2,0,6,2,6.0
127,15,33,2,2,9,7,14.0
434,78,112,19,31,91,73,71.0
335,27,80,10,2,29,36,18.0
53,6,14,1,1,7,1,10.0
402,43,69,9,0,26,50,35.0
184,21,40,5,2,17,5,22.0
424,37,121,19,3,38,16,72.0
260,36,65,16,3,25,17,21.0
243,28,66,13,2,22,15,32.0
68,3,11,1,1,6,8,16.0
100,11,24,2,4,9,3,11.0
413,45,82,13,14,61,23,32.0
312,32,64,11,2,30,15,41.0
428,48,101,16,13,49,61,59.0
200,24,44,7,7,22,31,24.0
71,6,11,0,1,5,9,16.0
202,40,57,14,2,11,18,14.0
507,53,100,11,0,21,41,37.0
112,9,18,2,0,5,8,22.0
52,1,3,1,0,0,0,21.0
72,6,9,2,2,4,9,7.0
183,14,35,6,2,9,10,20.0
66,4,4,0,0,0,1,24.0
351,33,69,10,2,25,38,29.0
334,35,78,9,0,25,22,17.0
168,15,28,4,0,7,15,23.0
382,45,101,17,10,42,21,22.0
186,9,51,9,5,21,22,12.0
66,2,17,4,0,9,5,9.0
305,25,74,12,1,24,24,17.0
126,21,38,6,2,22,7,15.0
92,8,20,0,1,7,3,6.0
80,7,14,1,0,1,5,7.0
189,16,42,8,3,21,19,35.0
396,42,94,17,3,28,50,48.0
62,1,7,0,0,3,5,12.0
117,11,19,3,1,5,13,26.0
305,30,65,11,0,11,12,36.0
350,47,96,16,1,33,14,55.0
174,26,30,7,5,22,38,26.0
252,25,54,4,4,24,25,23.0
420,54,94,22,21,65,50,85.0
285,36,54,13,15,42,59,49.0
127,8,19,5,0,8,7,8.0
105,13,26,6,0,3,9,13.0
256,22,54,12,6,30,23,37.0
76,6,15,2,0,5,12,14.0
463,52,101,15,2,31,49,31.0
165,17,39,2,0,10,13,19.0
387,37,100,14,6,36,26,37.0
103,6,17,2,2,8,7,15.0
73,5,9,3,0,6,13,9.0
123,15,19,3,4,10,11,16.0
85,8,16,3,3,15,6,11.0
176,15,35,8,5,21,5,38.0
71,3,16,0,0,7,1,9.0
302,32,51,9,11,28,55,60.0
239,13,54,4,0,14,10,10.0
95,15,22,4,1,14,8,13.0
231,19,50,9,4,13,15,37.0
77,10,19,2,3,13,4,18.0
189,23,37,6,5,23,28,17.0
326,42,78,7,3,29,28,48.0
349,37,93,22,5,37,15,47.0
90,8,19,3,0,5,4,14.0
384,40,77,19,2,29,41,43.0
330,24,76,9,1,19,19,23.0
53,3,10,0,0,2,1,16.0
180,15,33,3,6,12,24,17.0
78,7,18,5,0,5,5,12.0
71,7,6,1,0,1,12,12.0
382,48,88,14,5,36,40,42.0
390,35,91,17,9,38,19,50.0
135,11,26,5,3,11,13,17.0
222,16,46,9,1,16,20,30.0
339,32,75,11,3,19,29,43.0
454,51,103,13,2,41,32,49.0
350,49,89,8,3,14,20,59.0
465,54,133,10,1,32,18,42.0
440,52,114,25,13,68,43,41.0
202,20,37,4,9,25,28,22.0
73,4,11,3,1,7,4,9.0
317,20,71,15,1,21,19,31.0
126,10,23,4,0,12,11,22.0
172,11,37,5,0,10,17,9.0
390,36,83,14,7,53,49,28.0
161,16,50,10,4,25,12,19.0
411,50,103,15,10,49,22,37.0
92,5,18,2,3,7,6,14.0
388,42,111,12,16,43,28,63.0
73,2,17,4,1,11,4,5.0
63,11,15,1,3,7,5,7.0
519,50,131,29,17,74,45,70.0
307,25,54,11,6,33,38,39.0
336,40,79,10,4,26,25,49.0
578,58,125,19,28,89,33,128.0
104,3,15,1,0,4,0,44.0
372,40,87,14,12,49,27,53.0
133,17,39,6,6,24,5,14.0
312,37,71,13,3,22,49,47.0
404,44,104,14,0,31,20,17.0
668,89,165,29,25,105,49,95.0
640,80,171,19,23,88,56,62.0
114,8,20,2,2,4,6,34.0
212,13,39,6,3,16,24,30.0
398,40,93,16,4,41,42,41.0
446,54,97,13,18,58,42,79.0
54,11,13,1,0,2,2,9.0
52,5,10,2,1,6,1,7.0
680,80,160,24,24,93,57,69.0
57,6,12,1,0,4,5,10.0
614,62,159,27,13,67,70,50.0
439,44,103,16,13,38,37,58.0
438,34,95,11,3,44,37,40.0
228,25,52,11,3,24,15,21.0
75,0,15,2,0,3,0,16.0
140,22,33,3,4,14,18,11.0
630,90,138,25,11,56,67,88.0
583,64,139,25,10,61,33,83.0
145,15,31,9,0,24,17,22.0
208,18,57,9,2,24,17,16.0
60,0,8,1,0,3,0,20.0
586,58,151,21,12,70,67,71.0
53,4,15,4,2,8,4,6.0
67,6,13,2,1,4,4,8.0
381,51,118,14,5,44,35,21.0
197,21,51,6,0,8,11,15.0
84,8,13,3,0,5,3,12.0
478,59,128,26,6,49,32,51.0
539,42,121,17,7,58,39,34.0
50,3,8,1,0,2,4,8.0
549,50,123,15,0,29,39,38.0
73,6,17,4,0,4,11,10.0
202,26,51,4,4,15,18,26.0
629,101,166,32,21,82,71,51.0
50,1,6,0,0,1,0,9.0
432,40,92,15,9,58,27,63.0
498,40,114,21,2,40,28,76.0
122,16,29,4,4,10,9,17.0
267,29,59,7,4,17,17,32.0
64,4,15,4,0,8,0,12.0
545,77,126,30,20,46,71,101.0
709,93,201,34,15,105,36,26.0
173,17,34,7,1,8,19,16.0
618,77,147,20,5,40,44,77.0
53,4,7,1,0,2,6,3.0
334,42,79,13,16,48,45,61.0
131,13,29,6,4,13,8,28.0
146,9,32,2,0,8,17,12.0
268,35,52,2,0,7,25,35.0
484,45,121,17,2,37,15,48.0
64,6,12,2,0,9,6,20.0
612,88,167,25,3,44,67,49.0
109,8,22,4,2,8,0,13.0
653,91,163,32,29,97,78,64.0
129,11,25,4,2,11,6,17.0
541,49,130,29,3,49,22,35.0
453,48,99,12,6,37,36,51.0
543,52,142,35,8,57,41,41.0
329,29,68,10,5,28,19,27.0
627,62,141,23,24,79,57,99.0
598,57,144,25,20,86,57,57.0
63,7,12,2,2,9,5,7.0
81,4,5,2,1,7,2,36.0
93,11,19,1,2,8,0,29.0
659,90,154,30,27,103,90,91.0
393,41,88,12,3,25,28,49.0
623,48,164,25,5,53,45,61.0
696,104,205,38,32,121,32,53.0
215,17,48,9,0,15,5,18.0
611,72,151,39,20,78,46,81.0
71,7,15,2,0,1,4,6.0
574,59,126,24,14,62,69,60.0
114,8,22,2,3,17,21,9.0
640,62,157,27,9,68,60,67.0
617,83,133,22,8,49,57,71.0
519,44,113,20,16,57,12,95.0
701,86,167,27,19,76,45,115.0
626,75,156,24,8,57,50,34.0
71,5,19,3,2,7,2,9.0
86,7,14,2,2,10,5,9.0
466,41,109,20,12,52,36,92.0
77,12,30,4,1,10,2,8.0
660,107,183,37,23,83,34,96.0
606,53,128,21,3,59,54,70.0
655,94,173,42,30,97,66,80.0
402,35,88,15,5,36,46,37.0
173,11,27,1,0,9,8,11.0
164,16,32,9,1,14,13,10.0
412,56,92,10,4,21,36,69.0
572,69,151,29,18,85,36,87.0
412,50,89,12,3,25,25,36.0
102,11,27,3,0,6,4,11.0
725,109,175,37,28,84,86,58.0
606,64,139,25,17,57,82,62.0
609,84,168,33,22,90,66,77.0
178,28,45,4,6,15,27,24.0
246,19,49,6,0,22,21,25.0
526,52,131,27,15,58,40,85.0
117,14,29,2,2,18,11,13.0
56,7,10,2,1,2,1,14.0
189,24,44,4,2,14,4,8.0
61,0,5,1,0,3,1,22.0
111,10,30,6,2,9,11,13.0
197,20,42,7,4,16,10,22.0
165,14,42,8,3,20,11,7.0
553,64,119,20,16,61,77,64.0
727,122,178,37,32,98,112,125.0
276,16,62,8,3,22,16,22.0
68,7,10,2,0,4,0,5.0
55,0,6,1,0,3,0,24.0
97,10,19,2,3,8,12,19.0
322,34,74,12,0,21,34,36.0
536,66,127,17,14,65,46,60.0
423,40,100,11,0,30,30,32.0
283,13,57,6,0,19,4,14.0
202,13,47,6,0,20,4,23.0
528,46,121,14,3,56,14,22.0
50,4,7,5,0,2,1,11.0
453,46,99,21,10,43,23,71.0
90,7,15,3,0,3,3,20.0
608,64,136,23,13,70,50,123.0
144,14,42,3,0,9,8,11.0
565,59,117,25,25,84,37,107.0
54,4,6,1,1,2,5,34.0
382,49,86,21,18,57,58,47.0
485,48,132,17,4,43,26,36.0
629,89,185,32,5,42,21,44.0
80,5,16,5,1,5,3,15.0
424,29,92,17,3,33,23,55.0
638,65,161,33,13,83,40,92.0
660,66,176,35,16,86,20,86.0
132,16,28,2,0,8,9,19.0
305,30,72,17,4,26,10,37.0
294,34,74,16,8,35,25,41.0
131,14,32,6,4,23,8,16.0
152,14,29,5,3,10,12,29.0
90,9,21,3,1,7,1,24.0
57,6,11,2,2,8,2,13.0
295,26,69,14,7,29,24,59.0
178,21,47,7,2,23,8,29.0
605,74,132,28,19,65,82,109.0
528,70,134,23,12,54,39,58.0
576,57,130,20,1,48,22,48.0
155,14,40,4,0,10,19,8.0
451,43,97,14,9,41,53,50.0
358,35,86,13,3,26,39,37.0
652,87,175,27,32,100,65,89.0
185,24,29,7,1,5,37,18.0
103,11,21,5,5,18,9,15.0
92,5,10,3,0,6,1,22.0
88,6,21,3,0,4,5,17.0
209,33,55,12,1,17,14,16.0
61,2,4,0,0,1,0,15.0
131,14,29,5,1,11,4,18.0
705,67,160,26,4,65,101,58.0
167,16,43,3,2,16,14,28.0
708,100,183,29,25,78,84,52.0
382,33,81,18,5,34,53,32.0
286,23,69,13,3,26,8,27.0
583,65,132,25,14,82,42,63.0
351,43,77,18,3,39,27,36.0
205,25,49,6,8,18,25,21.0
76,6,21,2,2,12,5,3.0
222,16,47,14,4,22,21,31.0
362,47,82,17,14,48,36,67.0
656,119,143,24,10,51,116,94.0
283,23,60,12,2,29,22,64.0
569,65,145,20,19,104,37,80.0
694,79,173,33,7,94,100,67.0
659,92,179,21,23,88,38,92.0
561,83,131,19,0,36,57,56.0
98,9,23,2,3,13,6,13.0
276,26,56,12,5,27,41,40.0
60,2,10,2,0,3,1,14.0
513,53,98,23,7,49,30,69.0
572,85,130,24,32,97,66,75.0
466,53,97,12,22,67,42,113.0
456,40,88,11,9,34,30,77.0
415,29,87,15,5,38,41,45.0
326,31,78,11,4,38,21,39.0
591,82,160,21,23,92,54,80.0
618,75,132,25,9,59,59,62.0
264,17,70,14,0,34,23,23.0
442,45,119,20,1,36,12,38.0
288,35,60,12,14,38,24,51.0
621,92,146,17,39,101,85,156.0
159,15,47,6,2,19,10,12.0
80,2,10,2,0,6,0,23.0
62,4,7,2,2,7,3,22.0
244,19,51,10,7,31,26,41.0
173,23,49,5,4,14,16,30.0
358,37,84,11,7,38,31,40.0
271,26,58,10,10,33,30,46.0
56,5,11,5,0,6,6,4.0
111,17,23,2,3,14,11,26.0
62,5,11,0,0,2,5,5.0
313,39,67,13,10,43,40,41.0
150,15,31,3,0,14,7,14.0
493,69,120,20,12,61,62,90.0
136,16,29,6,2,14,21,24.0
78,7,12,3,0,5,3,10.0
58,9,8,1,0,1,5,5.0
271,22,53,3,2,25,21,34.0
679,91,166,23,19,98,89,83.0
604,75,166,42,21,97,26,91.0
607,80,109,9,37,99,59,156.0
170,10,28,8,0,14,9,18.0
62,2,3,1,0,0,4,25.0
149,10,25,2,2,12,14,30.0
676,72,179,36,6,70,48,58.0
205,19,53,6,2,21,13,23.0
77,3,13,1,0,2,0,19.0
257,26,61,9,0,17,32,24.0
395,66,112,16,5,31,32,57.0
92,6,23,9,3,11,4,23.0
127,11,21,3,1,9,8,14.0
518,71,131,23,7,50,39,54.0
84,12,20,3,2,14,8,18.0
539,65,145,28,11,63,46,48.0
343,37,78,19,7,33,34,74.0
68,1,8,0,0,4,2,34.0
363,55,107,15,3,32,23,41.0
398,40,101,20,5,54,26,46.0
176,19,35,6,0,4,9,30.0
71,0,8,1,0,2,5,22.0
245,23,52,7,3,12,21,29.0
264,25,57,9,4,21,18,50.0
357,58,96,15,4,25,22,91.0
512,75,116,20,19,52,56,69.0
474,34,94,14,2,30,31,78.0
304,32,72,16,9,49,19,65.0
200,28,57,7,2,17,7,29.0
92,12,21,1,3,11,5,26.0
496,58,109,19,11,42,40,51.0
52,6,11,2,0,3,3,17.0
559,73,136,26,16,84,78,69.0
384,69,103,15,24,66,54,59.0
686,87,170,37,18,102,89,120.0
545,89,141,38,21,86,58,72.0
428,39,117,27,8,61,12,32.0
634,92,181,33,19,95,48,39.0
73,5,11,0,1,4,4,17.0
239,18,50,8,4,26,12,35.0
619,71,152,18,8,44,54,60.0
565,52,138,22,15,65,38,138.0
110,10,23,3,5,9,13,23.0
55,4,13,1,0,3,0,13.0
291,26,63,17,10,37,24,34.0
55,6,6,2,0,6,6,17.0
690,89,173,31,19,83,66,87.0
107,12,28,5,3,12,14,18.0
429,29,104,19,9,39,28,38.0
249,20,45,7,8,27,28,38.0
224,23,47,8,4,17,28,26.0
144,20,34,2,6,17,15,15.0
88,8,31,3,0,13,2,12.0
439,43,125,12,4,56,12,58.0
226,25,42,4,4,17,11,35.0
676,91,189,46,27,133,55,61.0
409,28,92,17,8,59,18,33.0
106,9,23,1,0,1,7,8.0
319,29,80,11,2,25,12,20.0
456,50,104,13,4,38,40,41.0
73,6,15,3,1,2,5,11.0
452,61,109,23,4,31,41,40.0
513,48,113,11,2,28,54,53.0
72,6,13,1,1,12,6,5.0
751,136,201,26,19,71,69,93.0
254,37,54,6,11,42,39,51.0
313,40,78,14,16,55,32,38.0
68,2,5,1,0,2,4,30.0
492,53,116,22,6,45,29,49.0
72,6,15,1,2,6,3,23.0
126,14,33,2,4,30,9,7.0
532,50,124,17,15,68,46,71.0
706,82,158,18,3,44,44,121.0
180,17,37,7,7,19,13,15.0
96,10,24,4,4,15,5,14.0
554,68,134,19,14,61,85,60.0
533,51,115,20,9,52,33,106.0
353,32,76,25,4,35,37,49.0
156,12,32,6,7,30,12,15.0
698,113,168,23,36,109,93,134.0
660,84,129,15,27,94,94,122.0
533,76,143,24,9,68,50,66.0
65,3,3,0,0,3,1,10.0
627,87,174,30,32,110,70,82.0
98,6,21,5,4,18,2,9.0
461,47,94,11,18,55,51,49.0
268,19,50,11,6,30,14,49.0
114,6,28,3,1,7,11,13.0
265,35,74,16,7,33,14,28.0
98,2,8,2,0,5,1,30.0
91,6,17,4,1,7,0,16.0
125,8,32,3,1,14,9,13.0
62,5,6,3,0,2,1,35.0
242,24,51,7,6,35,16,35.0
72,4,18,3,0,6,1,9.0
73,6,14,3,2,7,7,20.0
70,6,16,1,0,2,3,9.0
55,5,10,2,0,3,10,13.0
74,13,16,4,4,13,6,8.0
327,26,80,12,2,27,33,39.0
516,55,136,22,2,34,40,31.0
595,63,143,19,9,47,35,82.0
677,92,147,22,34,102,70,81.0
687,90,204,43,22,109,61,59.0
129,13,25,5,2,8,12,13.0
525,73,136,25,11,88,37,65.0
422,49,119,27,11,55,24,53.0
87,14,20,5,4,7,7,24.0
270,41,66,19,6,29,22,45.0
529,75,138,19,32,87,40,99.0
64,3,10,2,1,3,1,17.0
478,59,116,15,17,62,30,84.0
523,53,147,28,11,63,17,57.0
251,27,52,4,0,15,22,25.0
215,18,51,14,6,31,19,48.0
382,32,94,10,2,34,26,20.0
100,11,17,2,0,8,12,26.0
53,3,11,1,0,3,1,10.0
283,33,80,17,6,37,18,18.0
129,16,30,2,0,7,9,13.0
134,5,33,7,2,22,13,12.0
69,4,9,1,0,3,4,5.0
445,46,86,18,12,48,66,66.0
280,43,73,13,3,26,12,23.0
166,23,41,10,2,12,10,20.0
567,64,133,17,8,50,51,49.0
191,8,35,6,4,15,10,40.0
56,3,6,0,0,0,2,18.0
133,14,28,8,2,9,10,18.0
82,8,18,3,1,5,3,15.0
731,90,179,32,4,43,75,83.0
182,17,42,8,2,12,17,40.0
51,10,8,2,0,1,4,4.0
643,85,155,21,3,36,75,35.0
51,5,7,0,0,3,6,7.0
669,74,169,24,10,52,36,49.0
290,18,59,8,1,21,22,34.0
703,79,182,30,7,63,36,34.0
59,7,7,0,3,5,6,14.0
89,12,18,3,1,7,5,21.0
716,89,178,22,0,47,55,77.0
95,8,17,3,0,3,2,28.0
92,8,17,3,3,12,9,17.0
134,16,30,2,1,7,11,9.0
159,15,29,6,5,18,22,30.0
89,10,22,6,3,12,3,8.0
638,86,177,24,24,97,55,98.0
562,63,149,13,3,28,36,52.0
435,34,97,10,3,43,23,42.0
655,90,158,32,28,93,46,95.0
69,6,16,1,1,4,0,7.0
80,7,17,3,1,6,4,14.0
77,8,17,3,4,12,5,19.0
113,6,24,4,1,5,7,16.0
128,16,26,5,2,9,8,19.0
78,6,18,6,3,19,7,15.0
92,10,24,5,2,16,3,22.0
277,24,62,15,3,31,11,35.0
477,58,106,25,21,74,70,73.0
170,18,37,8,1,12,21,32.0
108,3,11,1,0,4,11,32.0
155,18,36,8,1,7,8,16.0
720,80,172,25,3,54,66,32.0
293,43,77,13,2,25,22,36.0
51,0,4,0,0,1,4,27.0
223,21,41,6,5,18,24,35.0
576,64,136,20,3,46,63,30.0
77,2,7,1,0,5,0,26.0
94,5,10,0,0,3,5,37.0
389,40,89,18,6,31,30,39.0
559,55,127,15,8,62,23,80.0
398,56,94,14,10,29,27,35.0
687,103,172,33,7,54,36,90.0
76,5,8,3,1,6,2,20.0
57,2,9,0,0,4,3,13.0
699,88,180,23,4,47,49,53.0
631,108,144,26,35,87,107,131.0
419,31,80,11,5,38,44,31.0
50,2,7,4,0,3,2,21.0
483,43,110,16,1,29,15,56.0
178,15,38,3,3,8,4,13.0
154,19,34,4,2,14,9,24.0
581,73,145,29,23,97,32,40.0
87,10,11,2,1,4,4,9.0
324,39,76,14,2,23,22,48.0
657,71,141,27,14,77,86,93.0
126,14,32,6,3,8,9,12.0
565,55,125,14,20,67,68,100.0
52,5,10,2,0,4,5,7.0
672,120,182,35,8,69,64,74.0
567,58,121,24,2,43,68,32.0
100,5,14,4,0,5,4,25.0
398,51,99,11,18,56,46,46.0
66,7,17,2,3,11,5,10.0
213,33,52,9,1,21,14,13.0
585,41,136,26,7,60,47,67.0
259,33,44,7,2,17,29,32.0
105,6,17,3,2,5,3,20.0
581,66,142,28,14,65,31,40.0
85,6,17,4,3,17,10,24.0
250,11,53,9,3,27,24,10.0
392,46,103,25,4,28,30,35.0
200,14,44,8,1,16,12,23.0
51,4,8,1,1,3,3,9.0
111,15,23,3,1,7,9,11.0
147,15,31,5,4,19,16,17.0
531,37,118,22,10,47,49,57.0
74,3,11,0,0,1,2,25.0
54,4,8,1,1,4,7,15.0
286,29,66,6,4,24,20,24.0
64,2,10,1,2,3,5,24.0
94,9,20,4,1,7,6,20.0
601,76,139,25,6,64,26,82.0
109,13,26,2,0,2,10,12.0
666,96,139,29,39,112,84,143.0
165,18,32,9,7,18,36,31.0
98,9,14,5,0,4,7,6.0
662,87,156,32,31,101,101,107.0
79,11,27,5,0,7,5,4.0
540,73,137,31,3,36,37,48.0
708,90,161,26,32,116,109,81.0
78,6,8,1,0,2,5,14.0
556,66,126,34,9,57,52,47.0
401,24,89,10,1,33,34,34.0
595,52,149,24,0,39,33,53.0
232,21,52,3,8,27,20,37.0
646,77,155,25,21,75,52,91.0
197,9,48,10,4,29,6,33.0
350,33,97,14,8,48,5,38.0
110,6,16,0,1,9,3,16.0
154,4,25,3,0,7,14,19.0
212,23,53,6,5,29,8,19.0
65,4,10,1,1,5,13,15.0
132,17,28,2,1,7,7,16.0
111,11,24,6,3,8,10,26.0
58,6,18,2,0,4,3,4.0
369,41,91,18,6,42,32,47.0
196,14,43,4,0,8,10,28.0
63,2,10,0,0,6,6,17.0
275,26,52,10,5,22,27,58.0
645,89,160,31,28,97,36,81.0
170,22,30,4,1,14,23,19.0
616,85,165,33,28,91,37,105.0
626,94,150,24,16,80,50,107.0
470,48,122,17,5,39,14,79.0
487,64,125,19,10,60,38,48.0
502,79,121,11,3,51,48,46.0
130,16,28,3,5,22,14,20.0
97,5,12,1,0,3,3,32.0
57,5,11,1,0,3,1,8.0
50,4,11,3,0,11,3,13.0
65,4,12,2,0,3,3,7.0
168,21,34,7,4,17,23,33.0
619,76,160,22,15,65,48,58.0
554,71,156,45,11,56,16,65.0
125,13,28,6,2,13,8,26.0
316,28,74,14,11,42,26,34.0
274,40,65,3,1,15,13,19.0
90,7,13,1,0,5,7,13.0
111,17,25,4,1,11,7,17.0
477,64,114,18,6,38,46,76.0
342,39,94,15,12,34,15,51.0
677,90,178,25,5,55,32,102.0
621,87,194,19,3,46,26,81.0
597,84,151,24,37,106,45,64.0
224,28,58,9,8,32,29,21.0
286,37,64,12,2,25,30,36.0
225,20,47,11,3,24,21,20.0
270,28,66,15,4,30,21,48.0
599,69,147,20,11,50,30,78.0
96,9,18,4,1,8,10,12.0
242,27,56,8,3,20,40,21.0
523,53,126,22,16,72,59,50.0
215,13,48,5,2,18,13,28.0
107,13,27,6,1,8,7,20.0
216,21,52,12,3,21,8,37.0
104,16,18,2,0,8,9,21.0
704,129,210,46,29,114,54,63.0
556,61,147,28,21,62,49,89.0
123,22,28,2,2,6,5,12.0
458,49,124,26,23,72,45,75.0
313,23,61,10,4,21,33,52.0
269,19,53,11,3,30,27,43.0
495,45,120,29,4,63,26,67.0
111,8,22,1,0,6,5,8.0
80,2,6,1,0,2,2,38.0
613,77,125,23,36,107,29,131.0
311,31,63,18,8,34,31,38.0
63,3,10,0,0,2,7,4.0
131,12,19,4,1,2,12,15.0
115,12,23,7,4,13,9,18.0
368,33,85,8,1,30,20,23.0
655,76,167,33,20,99,49,85.0
616,71,138,25,15,73,72,59.0
95,8,20,2,5,17,8,23.0
138,15,31,3,4,15,15,19.0
420,58,98,13,27,68,22,110.0
422,51,100,25,5,45,31,43.0
206,25,46,7,2,18,6,27.0
597,82,162,33,21,85,40,53.0
678,75,171,35,14,66,50,48.0
118,5,30,5,2,17,4,17.0
334,32,79,15,12,54,24,38.0
494,43,126,13,2,43,61,24.0
341,44,96,15,3,34,15,29.0
65,5,12,3,0,5,0,19.0
167,16,40,4,6,24,24,21.0
347,35,80,18,6,30,38,52.0
259,30,61,16,2,26,17,45.0
614,51,135,25,10,52,61,84.0
177,17,38,7,2,24,18,33.0
127,5,32,5,0,18,9,16.0
320,27,71,18,9,38,15,49.0
93,8,17,4,2,14,16,29.0
685,100,210,44,5,74,92,36.0
617,55,132,17,4,45,50,40.0
417,49,120,21,10,54,33,52.0
509,46,120,18,9,52,24,42.0
83,12,21,4,2,12,10,12.0
545,73,133,20,2,43,35,30.0
115,10,21,4,3,5,11,35.0
77,8,18,2,0,5,8,5.0
114,8,25,2,3,7,21,7.0
78,1,10,1,0,4,6,31.0
323,36,63,12,7,34,37,48.0
525,90,144,38,25,93,57,39.0
543,64,102,14,20,66,83,81.0
198,25,51,10,7,23,9,39.0
250,40,60,5,5,22,23,38.0
323,40,84,6,0,22,10,28.0
111,12,24,5,3,9,7,20.0
99,7,24,7,0,9,10,11.0
611,70,123,24,28,82,61,95.0
374,50,71,13,6,32,29,46.0
665,79,175,38,16,66,25,30.0
416,63,104,14,3,31,31,33.0
624,53,147,18,5,58,24,96.0
134,22,34,7,0,11,12,12.0
455,43,108,15,10,56,47,79.0
613,84,154,21,5,37,54,56.0
415,43,93,24,11,56,34,51.0
155,19,46,5,0,11,8,9.0
75,4,9,1,0,2,5,17.0
536,66,160,24,2,44,57,48.0
105,9,19,5,0,1,2,20.0
420,62,122,23,5,46,16,41.0
609,63,146,37,17,79,51,57.0
52,6,9,1,0,1,0,21.0
216,13,42,6,0,24,7,20.0
132,10,23,4,2,10,7,22.0
640,83,156,30,11,57,62,54.0
375,40,77,16,9,39,33,53.0
266,18,54,7,2,22,15,29.0
658,73,160,33,24,90,62,85.0
85,11,14,3,1,7,18,20.0
514,59,125,24,20,78,63,68.0
225,17,49,9,5,21,9,45.0
574,82,132,25,20,66,74,79.0
100,9,26,7,1,6,7,12.0
451,55,109,12,1,34,43,67.0
593,54,123,22,1,47,56,81.0
710,106,203,37,30,126,37,63.0
240,22,53,11,0,20,12,12.0
384,39,73,19,7,35,23,38.0
410,37,100,26,3,43,43,48.0
55,2,8,0,0,3,9,4.0
664,85,189,28,14,92,65,86.0
228,21,41,4,7,21,7,56.0
375,47,84,9,1,40,29,44.0
520,49,108,19,5,41,47,29.0
206,24,46,10,2,12,20,22.0
247,16,46,9,3,27,15,52.0
130,13,42,2,2,18,4,19.0
554,54,113,21,11,59,55,108.0
550,56,138,31,24,84,33,93.0
484,61,122,24,8,62,27,74.0
698,104,189,36,32,113,38,81.0
565,60,126,15,4,45,53,77.0
411,49,104,19,18,65,32,56.0
400,33,80,16,4,32,40,54.0
96,7,13,1,0,2,2,16.0
450,36,99,15,2,34,23,31.0
245,41,51,10,1,15,18,21.0
516,49,111,17,15,64,38,57.0
78,15,13,3,0,7,10,5.0
629,70,145,12,8,39,86,67.0
